review,hotel#general,hotel#prices,hotel#design&features,hotel#cleanliness,hotel#comfort,hotel#quality,hotel#miscellaneous,rooms#general,rooms#prices,rooms#design&features,rooms#cleanliness,rooms#comfort,rooms#quality,rooms#miscellaneous,room_amenities#general,room_amenities#prices,room_amenities#design&features,room_amenities#cleanliness,room_amenities#comfort,room_amenities#quality,room_amenities#miscellaneous,facilities#general,facilities#prices,facilities#design&features,facilities#cleanliness,facilities#comfort,facilities#quality,facilities#miscellaneous,service#general,location#general,food&drinks#prices,food&drinks#quality,food&drinks#style&options,food&drinks#miscellaneous
"Món ăn và đồ uống đa dạng phong phú, nhân viên phục vụ nhiệt tình, chu đáo. Hôm nay là sinh nhật con gái mình, gia đình có 1 buổi tối vui vẻ, con gái mình rất vui, rất thích nhà hàng Parkview Hotel New World",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"Trải nghiệm tuyệt vời! Thức ăn ngon, bày trí đẹp, nhân viên Giang phục vụ chuyên nghiệp và thân thiện. Sẽ ghé lại nếu có dịp.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"Không gian trang trí đẹp, thơ mộng. thức ăn ngon, trình bày đẹp và sang chảnh, nhân viên phục vụ nhiệt tình và vui vẻ",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"Không gian trang trí đẹp, thơ mộng. thức ăn ngon, trình bày đẹp và sang chảnh, nhân viên phục vụ nhiệt tình và vui vẻ.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"không gian sang trọng, món ăn ngon, đa dạng phong phú.Mình rất thích cách phục vụ của anh nhân viên phục vụ mình named Quang Phú. Sẽ quay lại trong dịp Gần",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
"Mình và gia đình có trải nghiệm buffet tối ở đây. Không gian nhà hàng sang trọng mang hơi hướng cổ điển Châu Âu, rất rộng rãi và thoáng mát. Đồ ăn ngon, đa dạng các loại món ăn từ Á-Âu và đặc biệt là các món cá hồi rất tươi và ngon. Các bạn nhân viên phục vụ rất tận tình và chu đáo.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"không gian sang trọng, phục vụ nhiệt tình, đồ ăn phong phú, tươi ngon. đặc biệt là món hào sống và sashimi cá ngừ khá ngon. sẽ quay lại vào một dịp không xa.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian sang trọng, đồ ăn phong phú và ngon, nhân viên phục vụ nhiệt tình và thân thiện. sẽ quay lại vào một dịp không xa",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"quán view đẹp, thân thiện hot phồn và đồ ăn đa dạng sẽ quay lại nhiều lần.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"View đẹp, thức ăn ngon, đa dạng, nhân viên nhiệt tình, phục vụ tốt, không gian rộng rãi và sang trọng,",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian rộng rãi, ấm cúng sang trọng, món ăn ngon, nhân viên nhiệt tình thân thiện, phục vụ chu đáo, check bill nhanh chóng.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"Khách sạn trung tâm quận 1, nhân viên thân thiện, dịch vụ tốt. Đồ ăn ngon, sach se và phong phú",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
"Không gian sang trọng, tinh tế, ấm cúng, đồ ăn ngon vừa khẩu vị các món đa dạng phong phú, nhân viên phục vụ nhiệt tình và chu đáo. đặc biệt món sườn bò mềm và không quá khô,",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian sang trọng, ấm cúng, nhân viên thân thiện, đồ ăn ngon, đa dạng phong phú, món hàu sống và thịt bò ngon rất ngon,",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Nhà hàng rất ok, đồ ăn rất ngon, kim hoài và quốc thắng phục vụ rất tận tâm, vui vẻ, các món ăn phong phú và có rất nhiều món ngon. Tôm càng, hào sống rất ngon, sẽ quay lại trong dịp gần nhất.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"Thức ăn ngon nhân viên phục vụ rất nhiệt tình , tôi và gia đình đã có 1 buổi tối tuyệt vời tại đây. Tôi sẽ quay lại khi có cơ hội",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Khách sạn trung tâm quận 1, đồ ăn ngon, đa dạng và trang trí rất bắt mắt",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"Thức món đa dạng phong phú, các món beef, seafood và sushi ngon chất lượng, không gian sang trọng, mát mẻ. Tuy nhiên các món chiên và gà khá ngán, hơi khô và cứng, nhân viên phục vụ vui vẻ thân thiện",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Tôi đã có một buổi tối trải nghiệm tuyệt vời tại nhà hàng, không gian sang trọng của nhà hàng và thái độ phục vụ của nhân viên rất chuyên nghiệp và thân thiện, thức ăn cũng rất ngon mà còn phong phú!!!!!",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Mình đi 2 người trong dịp lễ. Nhà hàng trang trí đẹp mắt, không gian thoáng mát và rộng rãi. Nhiều món ăn ngon và lạ, món tráng miệng phong phú. Đặc biệt, nhân viên phục vụ bàn mình rất nhiệt tình, thân thiện. Mỗi khi mình cần hỗ trợ, các bạn luôn sẵn sàng giúp đỡ.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian sang trọng, xinh đẹp, người phục vụ rất tốt nên tôi rất hài lòng",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"Thức ăn ngon, đa dạng, nhân viên phục vụ nhiệt tình, Wi-Fi rất tốt thích hợp cho mình và gia đình làm việc. Mình và gia đình sẽ quay lại vào lần sau.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"Tôi đã có một buổi tối trải nghiệm tuyệt vời tại nhà hàng, không gian sang trọng của nhà hàng và thái độ phục vụ của nhân viên rất chuyên nghiệp và thân thiện, thức ăn cũng rất ngon mà còn phong phú!!!!!",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian đẹp, sang trọng, đồ ăn ngon, nhân viên phục vụ tốt, nhà hàng nằm ở vị trí trung tâm thuận lợi cho việc di chuyển sau khi dùng bữa tại nhà hàng",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
"Thức ăn ngon, đa dạng, nhân viên phục vụ tốt. Tôi có khoảng thời gian được thư giãn và ăn uống cùng gia đình và bạn bè của mình",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"Nhà hàng đẹp, món ăn ngon, đa dạng, nhân viên phục vụ nhiệt tình. Tôi và gia đình sẽ quay lại.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Thức ăn ngon, đa dạng, phong phú,món bánh ngọt và món tráng miệng rất xuất sắc, đặc biệt là món bánh kem ở đây, nhân viên phục vụ ok",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"Nhà hàng sang trọng, đồ ăn ngon và phong phú đa dạng nhiều loại món ăn,sẽ quay lại một ngày gần nhất",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
"Thức ăn ngon, đa dạng, phong phú, nhiều lựa chọn , nhân viên phục vụ nhiệt tình vui vẻ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"Không gian nhà hàng rộng rãi, thoáng mát, sang trọng, nhân viên phục vụ nhiệt tình, chu đáo, thức ăn ngon và đa dạng và phong phú chủng loại",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian đẹp, sang trọng, món ăn ngon, nhiều món, nhân viên phục vụ nhiệt tình, nhanh nhẹn. Tôi thích món tráng miệng nhiều hơn các món khác",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Nhà hàng sang trọng, đồ ăn ngon, trình bày đẹp mắt, đa dạng phong phú,món bánh ngọt và món tráng miệng rất xuất sắc, nhân viên phục vụ tốt, sẽ quay lại vào một ngày không xa.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian nhà hàng đẹp, sang trọng, món ăn ngon, phục vụ tốt, tôi và gia đình có một buổi tối rất vui vẻ, sẽ quay lại trong dịp gần nhất",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"Không gian rộng rãi, sang trọng, món ăn rất ngon và đa dạng, nhân viên phục vụ nhiệt tình, chu đáo, rất hài lòng về dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian sang trọng, món ăn ngon, đa dạng, nhân viên phục vụ tốt, thân thiện, tôi và gia đình có một buổi tối rất vui vẻ",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian sang trọng, món ăn ngon, đa dạng, nhân viên phục vụ nhiệt tình, thân thiện, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây và sẽ quay lại vào dịp gần nhất",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian đẹp, sang trọng, món ăn ngon, đa dạng, nhân viên phục vụ nhiệt tình, thân thiện, dịch vụ tốt",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Nhà hàng sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tốt, thân thiện, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian rộng rãi, thoáng mát, sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ nhiệt tình, thân thiện, chúng tôi rất hài lòng về dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian đẹp, sang trọng, món ăn thơm ngon, đa dạng, phong phú, nhân viên phục vụ tận tình, chu đáo, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian nhà hàng rộng rãi, sang trọng, món ăn ngon, đa dạng, nhân viên phục vụ nhiệt tình, thân thiện, chúng tôi rất hài lòng về dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tốt, thân thiện, chúng tôi rất hài lòng và sẽ quay lại trong dịp gần nhất",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian đẹp, sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tận tình, chu đáo, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tốt, thân thiện, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian đẹp, sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tận tình, chu đáo, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tốt, thân thiện, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian đẹp, sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tận tình, chu đáo, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian nhà hàng rộng rãi, sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ nhiệt tình, thân thiện, chúng tôi rất hài lòng về dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tốt, thân thiện, chúng tôi rất hài lòng và sẽ quay lại trong dịp gần nhất",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian đẹp, sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tận tình, chu đáo, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tốt, thân thiện, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian đẹp, sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tận tình, chu đáo, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tốt, thân thiện, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian đẹp, sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tận tình, chu đáo, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tốt, thân thiện, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian đẹp, sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tận tình, chu đáo, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tốt, thân thiện, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian đẹp, sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tận tình, chu đáo, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tốt, thân thiện, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian đẹp, sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tận tình, chu đáo, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tốt, thân thiện, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian đẹp, sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tận tình, chu đáo, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tốt, thân thiện, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian đẹp, sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tận tình, chu đáo, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tốt, thân thiện, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian đẹp, sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tận tình, chu đáo, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tốt, thân thiện, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Không gian đẹp, sang trọng, món ăn ngon, đa dạng, phong phú, nhân viên phục vụ tận tình, chu đáo, chúng tôi rất hài lòng khi sử dụng dịch vụ tại đây",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Dịch vụ tốt, nhân viên nhiệt tình hướng dẫn & chào đón. Hài lòng khi có một kỳ nghỉ ngơi tại đây. Đồ ăn sáng, ăn trưa ngon. Tôi được bạn Hanna hỗ trợ chu đáo. Cafe ngon, checkin và checkout đều được support tốt. Nhất định sẽ quay lại lần nữa để tiếp tục các kỳ nghỉ.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tất cả đều ổn, ngoại trừ ốc bulot pháp cháy tỏi có cát khá nhiều. Cần phải cải thiện. Các bạn nhân viên nhanh nhẹn, trong số đó tôi nhớ tên bạn Vũ, bạn Vy. Trái cây tươi ngon. Có dịp sẽ cùng bạn quay lại.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Khách sạn đẹp, sang trọng, view thành phố đẹp, đầy đủ tiện nghi. Hồ bơi vô cực đẹp và rộng. Phòng sạch sẽ. Breakfast đa dạng món. Các bạn nhân viên dễ thương, có bạn Vũ lễ tân hỗ trợ rất nhiệt tình. Thang máy hơi chậm. Gần sân bay nên rất tiện. Sẽ quay lại trong tương lai",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
"Với mức giá tốt so với các khách sạn 5 sao khác có thể trải nghiệm nhiều dịch vụ. Nhân viên cũng thân thiện và hồ bơi thì đẹp dã man toàn cảnh view thành phố. Ở 3 đêm và lần sau sẽ quay lại nếu có dịp. Bạn nhân viên tên Kim Long có hỗ trợ hết mình, gửi lời cảm ơn nhé.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Thức ăn ở nhà hàng Mad Cow rất đặc sắc và có nhiều món rất Tây, nhà hàng sang trọng và nhân viên phục vụ rất tốt và niềm nở với khách hàng. Đặc biệt quán có nhiều view đẹp để chụp ảnh đẹp.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
"Giá ăn dimsum trưa là giá buffet, nhân viên phát phiếu menu để mình tick chọn rất tiện. Dimsum tươi ngon, vị đậm đà vừa miệng. Món tráng miệng phong phú, nhất là panacotta rất ngon.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
"Chúng tôi ở khách sạn xinh đẹp này trong ba đêm như một gia đình. Phòng rộng, sạch sẽ. Nhân viên thân thiện và chu đáo. Chúng tôi sẽ vui vẻ ở lại đây một lần nữa.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dịch vụ rất tốt. Hồ bơi view đẹp và rất rộng. Phòng sạch sẽ. Rất thoải mái. Tôi sẽ quay lại lần nữa. Rất đáng để trải nghiệm. Tôi sẽ giới thiệu cho bạn bè.,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"Đây là một khách sạn tuyệt vời và trong một quận cạnh tranh của thành phố. Dịch vụ của nhân viên thật tuyệt vời, phòng sạch sẽ và dễ chịu. Nhân viên luôn niềm nở, chào đón với nụ cười. Nhóm người rất dễ chịu. Muốn giới thiệu, vị trí tuyệt vời.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Chất lượng dịch vụ tốt, trải nghiệm khó quên, đồ ăn ngon vừa miệng, đặc biệt là món tôm hùm dát vàng tươi và ngon. Sẽ quay lại khi có thể.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Ngọc Vi – spa rất thư giãn, mềm mại. Mình làm Herbal massage nên cảm thấy nhẹ nhàng. Không gian yên tĩnh. Nhà hàng buffet ngay bên dưới khách sạn. Chị tư vấn cũng rất nice và quan tâm luôn nha.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"Khách sạn tọa lạc ở vị trí trung tâm, thuận tiện cho việc di chuyển. Phòng sạch sẽ, thoải mái. Nhân viên thân thiện. Đây là khách sạn Mường Thanh và xem đây như một trải nghiệm tuyệt vời.",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Khách sạn đẹp, thuận tiện việc đi lại, có nhiều view chụp hình rất đẹp. Lần sau sẽ ghé thường xuyên hơn vì chúng tôi là thành viên lâu năm.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Cảm ơn tập thể Sheraton vì một buổi tiệc tối thật tuyệt vời. Các món ăn rất ngon và trang trí đẹp mắt. Các bạn nhân viên Trung, Nhật, Triết, Tuyến, Khang, Hiếu, chị Hạnh hỗ trợ hết mình.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"Mình đã có một đêm nghỉ ngơi tại đây, mọi thứ thật nhẹ nhàng và thoải mái. Nhân viên thân thiện, nhiệt tình. Mọi người nếu không biết đi đâu thì nơi đây sẽ là một lựa chọn.",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Khách sạn La Vela Saigon cung cấp dịch vụ thật sự đẳng cấp, phòng đẹp và sạch. Nhân viên thân thiện và nhiệt tình, hồ bơi vô cực thật sự đẳng cấp, chắc chắn sẽ quay lại.",1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Phòng sạch đẹp. Giường nệm êm ái. Dịch vụ giặt là tuyệt vời. Đồ ăn ngon. Tôi đã ở đây mấy chục lần nhưng chưa bao giờ gặp sự cố hay điều gì không vừa ý.,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
